"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","SHPRICE","TOT","IDX2015","M","2018-02",184.8227,
"HUN","SHPRICE","TOT","IDX2015","M","2018-03",180.1165,
"HUN","SHPRICE","TOT","IDX2015","M","2018-04",181.236,
"HUN","SHPRICE","TOT","IDX2015","M","2018-05",175.0313,
"HUN","SHPRICE","TOT","IDX2015","M","2018-06",171.302,
"HUN","SHPRICE","TOT","IDX2015","M","2018-07",168.9541,
"HUN","SHPRICE","TOT","IDX2015","M","2018-08",173.9439,
"HUN","SHPRICE","TOT","IDX2015","M","2018-09",173.3995,
"HUN","SHPRICE","TOT","IDX2015","M","2018-10",175.1932,
"HUN","SHPRICE","TOT","IDX2015","M","2018-11",184.7713,
"HUN","SHPRICE","TOT","IDX2015","M","2018-12",189.0708,
"HUN","SHPRICE","TOT","IDX2015","M","2019-01",193.5863,
"HUN","SHPRICE","TOT","IDX2015","M","2019-02",192.471,
"HUN","SHPRICE","TOT","IDX2015","M","2019-03",196.1812,
"HUN","SHPRICE","TOT","IDX2015","M","2019-04",202.5571,
"HUN","SHPRICE","TOT","IDX2015","M","2019-05",193.7655,
"HUN","SHPRICE","TOT","IDX2015","M","2019-06",193.7466,
"HUN","SHPRICE","TOT","IDX2015","M","2019-07",194.8027,
"HUN","SHPRICE","TOT","IDX2015","M","2019-08",190.0111,
"HUN","SHPRICE","TOT","IDX2015","M","2019-09",192.2824,
"HUN","SHPRICE","TOT","IDX2015","M","2019-10",194.3271,
"HUN","SHPRICE","TOT","IDX2015","M","2019-11",206.8366,
"HUN","SHPRICE","TOT","IDX2015","M","2019-12",214.7794,
"HUN","SHPRICE","TOT","IDX2015","M","2020-01",212.4375,
"HUN","SHPRICE","TOT","IDX2015","M","2020-02",210.5923,
"HUN","SHPRICE","TOT","IDX2015","M","2020-03",166.8027,
"HUN","SHPRICE","TOT","IDX2015","M","2020-04",157.6321,
"HUN","SHPRICE","TOT","IDX2015","M","2020-05",167.1238,
"HUN","SHPRICE","TOT","IDX2015","M","2020-06",176.7923,
"HUN","SHPRICE","TOT","IDX2015","M","2020-07",168.3809,
"HUN","SHPRICE","TOT","IDX2015","M","2020-08",170.2802,
"HUN","SHPRICE","TOT","IDX2015","M","2020-09",160.8398,
"HUN","SHPRICE","TOT","IDX2015","M","2020-10",158.2742,
"HUN","SHPRICE","TOT","IDX2015","M","2020-11",177.218,
"HUN","SHPRICE","TOT","IDX2015","M","2020-12",194.3557,
"HUN","SHPRICE","TOT","IDX2015","M","2021-01",208.1829,
"HUN","SHPRICE","TOT","IDX2015","M","2021-02",208.9214,
"HUN","SHPRICE","TOT","IDX2015","M","2021-03",208.9942,
"HUN","SHPRICE","TOT","IDX2015","M","2021-04",206.2798,
"HUN","SHPRICE","TOT","IDX2015","M","2021-05",215.1421,
"HUN","SHPRICE","TOT","IDX2015","M","2021-06",229.3373,
"HUN","SHPRICE","TOT","IDX2015","M","2021-07",226.6352,
"HUN","SHPRICE","TOT","IDX2015","M","2021-08",241.2867,
"HUN","SHPRICE","TOT","IDX2015","M","2021-09",247.8006,
"HUN","SHPRICE","TOT","IDX2015","M","2021-10",258.5562,
"HUN","SHPRICE","TOT","IDX2015","M","2021-11",251.0282,
"HUN","SHPRICE","TOT","IDX2015","M","2021-12",240.5042,
"HUN","SHPRICE","TOT","IDX2015","M","2022-01",249.9372,
"HUN","SHPRICE","TOT","IDX2015","M","2022-02",239.094,
"HUN","SHPRICE","TOT","IDX2015","M","2022-03",204.9627,
"HUN","SHPRICE","TOT","IDX2015","M","2022-04",204.1042,
"HUN","SHPRICE","TOT","IDX2015","M","2022-05",197.1228,
"HUN","SHPRICE","TOT","IDX2015","M","2022-06",189.5018,
"HUN","SHPRICE","TOT","IDX2015","M","2022-07",191.9235,
"HUN","SHPRICE","TOT","IDX2015","M","2022-08",204.9279,
"HUN","SHPRICE","TOT","IDX2015","M","2022-09",190.3911,
"HUN","SHPRICE","TOT","IDX2015","M","2022-10",189.703,
"HUN","SHPRICE","TOT","IDX2015","M","2022-11",209.6727,
"HUN","SHPRICE","TOT","IDX2015","M","2022-12",213.3298,
"HUN","SHPRICE","TOT","IDX2015","M","2023-01",218.6693,
"HUN","SHPRICE","TOT","IDX2015","M","2023-02",216.505,
"HUN","SHPRICE","TOT","IDX2015","M","2023-03",202.2132,
"HUN","SHPRICE","TOT","IDX2015","M","2023-04",208.19,
"HUN","SHPRICE","TOT","IDX2015","M","2023-05",220.9081,
"HUN","SHPRICE","TOT","IDX2015","M","2023-06",235.7857,
"HUN","SHPRICE","TOT","IDX2015","M","2023-07",246.8755,
"HUN","SHPRICE","TOT","IDX2015","M","2023-08",265.1537,
"HUN","SHPRICE","TOT","IDX2015","M","2023-09",268.4995,
"ISL","SHPRICE","TOT","IDX2015","M","2013-10",68.93261,
"ISL","SHPRICE","TOT","IDX2015","M","2013-11",71.96649,
"ISL","SHPRICE","TOT","IDX2015","M","2013-12",75.38731,
"ISL","SHPRICE","TOT","IDX2015","M","2014-01",77.38001,
"ISL","SHPRICE","TOT","IDX2015","M","2014-02",76.85501,
"ISL","SHPRICE","TOT","IDX2015","M","2014-03",73.84575,
"ISL","SHPRICE","TOT","IDX2015","M","2014-04",73.61447,
"ISL","SHPRICE","TOT","IDX2015","M","2014-05",73.3401,
"ISL","SHPRICE","TOT","IDX2015","M","2014-06",73.37527,
"ISL","SHPRICE","TOT","IDX2015","M","2014-07",73.02879,
"ISL","SHPRICE","TOT","IDX2015","M","2014-08",75.5843,
"ISL","SHPRICE","TOT","IDX2015","M","2014-09",75.45151,
"ISL","SHPRICE","TOT","IDX2015","M","2014-10",76.43203,
"ISL","SHPRICE","TOT","IDX2015","M","2014-11",80.52294,
"ISL","SHPRICE","TOT","IDX2015","M","2014-12",84.39841,
"ISL","SHPRICE","TOT","IDX2015","M","2015-01",88.60628,
"ISL","SHPRICE","TOT","IDX2015","M","2015-02",90.39584,
"ISL","SHPRICE","TOT","IDX2015","M","2015-03",91.71316,
"ISL","SHPRICE","TOT","IDX2015","M","2015-04",90.83993,
"ISL","SHPRICE","TOT","IDX2015","M","2015-05",93.65661,
"ISL","SHPRICE","TOT","IDX2015","M","2015-06",97.24011,
"ISL","SHPRICE","TOT","IDX2015","M","2015-07",100.697,
"ISL","SHPRICE","TOT","IDX2015","M","2015-08",102.7864,
"ISL","SHPRICE","TOT","IDX2015","M","2015-09",105.9179,
"ISL","SHPRICE","TOT","IDX2015","M","2015-10",110.8293,
"ISL","SHPRICE","TOT","IDX2015","M","2015-11",112.6461,
"ISL","SHPRICE","TOT","IDX2015","M","2015-12",114.6713,
"ISL","SHPRICE","TOT","IDX2015","M","2016-01",112.2372,
"ISL","SHPRICE","TOT","IDX2015","M","2016-02",110.6244,
"ISL","SHPRICE","TOT","IDX2015","M","2016-03",115.1629,
"ISL","SHPRICE","TOT","IDX2015","M","2016-04",117.1934,
"ISL","SHPRICE","TOT","IDX2015","M","2016-05",114.1587,
"ISL","SHPRICE","TOT","IDX2015","M","2016-06",111.2101,
"ISL","SHPRICE","TOT","IDX2015","M","2016-07",110.5919,
"ISL","SHPRICE","TOT","IDX2015","M","2016-08",108.6106,
"ISL","SHPRICE","TOT","IDX2015","M","2016-09",110.3228,
"ISL","SHPRICE","TOT","IDX2015","M","2016-10",109.526,
"ISL","SHPRICE","TOT","IDX2015","M","2016-11",107.7013,
"ISL","SHPRICE","TOT","IDX2015","M","2016-12",107.3803,
"ISL","SHPRICE","TOT","IDX2015","M","2017-01",109.825,
"ISL","SHPRICE","TOT","IDX2015","M","2017-02",111.524,
"ISL","SHPRICE","TOT","IDX2015","M","2017-03",113.8289,
"ISL","SHPRICE","TOT","IDX2015","M","2017-04",116.3677,
"ISL","SHPRICE","TOT","IDX2015","M","2017-05",121.2659,
"ISL","SHPRICE","TOT","IDX2015","M","2017-06",120.1561,
"ISL","SHPRICE","TOT","IDX2015","M","2017-07",120.2651,
"ISL","SHPRICE","TOT","IDX2015","M","2017-08",119.0437,
"ISL","SHPRICE","TOT","IDX2015","M","2017-09",113.8518,
"ISL","SHPRICE","TOT","IDX2015","M","2017-10",115.7521,
"ISL","SHPRICE","TOT","IDX2015","M","2017-11",115.7231,
"ISL","SHPRICE","TOT","IDX2015","M","2017-12",112.8431,
"ISL","SHPRICE","TOT","IDX2015","M","2018-01",117.9919,
"ISL","SHPRICE","TOT","IDX2015","M","2018-02",119.61,
"ISL","SHPRICE","TOT","IDX2015","M","2018-03",119.9811,
"ISL","SHPRICE","TOT","IDX2015","M","2018-04",120.1411,
"ISL","SHPRICE","TOT","IDX2015","M","2018-05",118.0121,
"ISL","SHPRICE","TOT","IDX2015","M","2018-06",117.4713,
"ISL","SHPRICE","TOT","IDX2015","M","2018-07",113.3004,
"ISL","SHPRICE","TOT","IDX2015","M","2018-08",112.5511,
"ISL","SHPRICE","TOT","IDX2015","M","2018-09",111.1274,
"ISL","SHPRICE","TOT","IDX2015","M","2018-10",108.7012,
"ISL","SHPRICE","TOT","IDX2015","M","2018-11",109.8233,
"ISL","SHPRICE","TOT","IDX2015","M","2018-12",108.1058,
"ISL","SHPRICE","TOT","IDX2015","M","2019-01",108.207,
"ISL","SHPRICE","TOT","IDX2015","M","2019-02",113.0928,
"ISL","SHPRICE","TOT","IDX2015","M","2019-03",117.2005,
"ISL","SHPRICE","TOT","IDX2015","M","2019-04",120.6266,
"ISL","SHPRICE","TOT","IDX2015","M","2019-05",129.2534,
"ISL","SHPRICE","TOT","IDX2015","M","2019-06",128.148,
"ISL","SHPRICE","TOT","IDX2015","M","2019-07",128.2148,
"ISL","SHPRICE","TOT","IDX2015","M","2019-08",126.2186,
"ISL","SHPRICE","TOT","IDX2015","M","2019-09",124.9391,
"ISL","SHPRICE","TOT","IDX2015","M","2019-10",120.7022,
"ISL","SHPRICE","TOT","IDX2015","M","2019-11",128.3634,
"ISL","SHPRICE","TOT","IDX2015","M","2019-12",132.807,
"ISL","SHPRICE","TOT","IDX2015","M","2020-01",134.8208,
"ISL","SHPRICE","TOT","IDX2015","M","2020-02",132.18,
"ISL","SHPRICE","TOT","IDX2015","M","2020-03",111.9417,
"ISL","SHPRICE","TOT","IDX2015","M","2020-04",117.5135,
"ISL","SHPRICE","TOT","IDX2015","M","2020-05",123.6763,
"ISL","SHPRICE","TOT","IDX2015","M","2020-06",129.6034,
"ISL","SHPRICE","TOT","IDX2015","M","2020-07",131.6796,
"ISL","SHPRICE","TOT","IDX2015","M","2020-08",131.8731,
"ISL","SHPRICE","TOT","IDX2015","M","2020-09",133.4806,
"ISL","SHPRICE","TOT","IDX2015","M","2020-10",138.341,
"ISL","SHPRICE","TOT","IDX2015","M","2020-11",147.2694,
"ISL","SHPRICE","TOT","IDX2015","M","2020-12",158.3418,
"ISL","SHPRICE","TOT","IDX2015","M","2021-01",171.6794,
"ISL","SHPRICE","TOT","IDX2015","M","2021-02",184.1738,
"ISL","SHPRICE","TOT","IDX2015","M","2021-03",181.3483,
"ISL","SHPRICE","TOT","IDX2015","M","2021-04",188.9788,
"ISL","SHPRICE","TOT","IDX2015","M","2021-05",191.9643,
"ISL","SHPRICE","TOT","IDX2015","M","2021-06",193.4962,
"ISL","SHPRICE","TOT","IDX2015","M","2021-07",206.6448,
"ISL","SHPRICE","TOT","IDX2015","M","2021-08",214.1636,
"ISL","SHPRICE","TOT","IDX2015","M","2021-09",215.1634,
"ISL","SHPRICE","TOT","IDX2015","M","2021-10",223.3945,
"ISL","SHPRICE","TOT","IDX2015","M","2021-11",228.4044,
"ISL","SHPRICE","TOT","IDX2015","M","2021-12",227.751,
"ISL","SHPRICE","TOT","IDX2015","M","2022-01",227.6411,
"ISL","SHPRICE","TOT","IDX2015","M","2022-02",226.1628,
"ISL","SHPRICE","TOT","IDX2015","M","2022-03",219.7653,
"ISL","SHPRICE","TOT","IDX2015","M","2022-04",228.677,
"ISL","SHPRICE","TOT","IDX2015","M","2022-05",208.408,
"ISL","SHPRICE","TOT","IDX2015","M","2022-06",199.5903,
"ISL","SHPRICE","TOT","IDX2015","M","2022-07",209.057,
"ISL","SHPRICE","TOT","IDX2015","M","2022-08",212.6493,
"ISL","SHPRICE","TOT","IDX2015","M","2022-09",202.7095,
"ISL","SHPRICE","TOT","IDX2015","M","2022-10",190.5916,
"ISL","SHPRICE","TOT","IDX2015","M","2022-11",198.069,
"ISL","SHPRICE","TOT","IDX2015","M","2022-12",192.9237,
"ISL","SHPRICE","TOT","IDX2015","M","2023-01",202.0808,
"ISL","SHPRICE","TOT","IDX2015","M","2023-02",210.0902,
"ISL","SHPRICE","TOT","IDX2015","M","2023-03",203.209,
"ISL","SHPRICE","TOT","IDX2015","M","2023-04",197.544,
"ISL","SHPRICE","TOT","IDX2015","M","2023-05",180.0011,
"ISL","SHPRICE","TOT","IDX2015","M","2023-06",171.0234,
"ISL","SHPRICE","TOT","IDX2015","M","2023-07",180.366,
"ISL","SHPRICE","TOT","IDX2015","M","2023-08",182.087,
"ISL","SHPRICE","TOT","IDX2015","M","2023-09",173.7267,
"IRL","SHPRICE","TOT","IDX2015","M","2013-10",69.52399,
"IRL","SHPRICE","TOT","IDX2015","M","2013-11",71.70421,
"IRL","SHPRICE","TOT","IDX2015","M","2013-12",71.42133,
"IRL","SHPRICE","TOT","IDX2015","M","2014-01",76.09396,
"IRL","SHPRICE","TOT","IDX2015","M","2014-02",79.397,
"IRL","SHPRICE","TOT","IDX2015","M","2014-03",80.34003,
"IRL","SHPRICE","TOT","IDX2015","M","2014-04",79.86771,
"IRL","SHPRICE","TOT","IDX2015","M","2014-05",78.17512,
"IRL","SHPRICE","TOT","IDX2015","M","2014-06",78.33524,
"IRL","SHPRICE","TOT","IDX2015","M","2014-07",76.05547,
"IRL","SHPRICE","TOT","IDX2015","M","2014-08",75.09326,
"IRL","SHPRICE","TOT","IDX2015","M","2014-09",78.37632,
"IRL","SHPRICE","TOT","IDX2015","M","2014-10",74.51108,
"IRL","SHPRICE","TOT","IDX2015","M","2014-11",78.71236,
"IRL","SHPRICE","TOT","IDX2015","M","2014-12",83.15479,
"IRL","SHPRICE","TOT","IDX2015","M","2015-01",85.54476,
"IRL","SHPRICE","TOT","IDX2015","M","2015-02",92.17596,
"IRL","SHPRICE","TOT","IDX2015","M","2015-03",97.47121,
"IRL","SHPRICE","TOT","IDX2015","M","2015-04",99.93077,
"IRL","SHPRICE","TOT","IDX2015","M","2015-05",99.82944,
"IRL","SHPRICE","TOT","IDX2015","M","2015-06",100.1259,
"IRL","SHPRICE","TOT","IDX2015","M","2015-07",102.4295,
"IRL","SHPRICE","TOT","IDX2015","M","2015-08",103.5594,
"IRL","SHPRICE","TOT","IDX2015","M","2015-09",102.526,
"IRL","SHPRICE","TOT","IDX2015","M","2015-10",101.2226,
"IRL","SHPRICE","TOT","IDX2015","M","2015-11",106.4925,
"IRL","SHPRICE","TOT","IDX2015","M","2015-12",108.6921,
"IRL","SHPRICE","TOT","IDX2015","M","2016-01",104.0539,
"IRL","SHPRICE","TOT","IDX2015","M","2016-02",97.78196,
"IRL","SHPRICE","TOT","IDX2015","M","2016-03",100.8844,
"IRL","SHPRICE","TOT","IDX2015","M","2016-04",100.0798,
"IRL","SHPRICE","TOT","IDX2015","M","2016-05",100.2966,
"IRL","SHPRICE","TOT","IDX2015","M","2016-06",98.22271,
"IRL","SHPRICE","TOT","IDX2015","M","2016-07",92.47092,
"IRL","SHPRICE","TOT","IDX2015","M","2016-08",96.70828,
"IRL","SHPRICE","TOT","IDX2015","M","2016-09",98.87417,
"IRL","SHPRICE","TOT","IDX2015","M","2016-10",95.84547,
"IRL","SHPRICE","TOT","IDX2015","M","2016-11",99.36759,
"IRL","SHPRICE","TOT","IDX2015","M","2016-12",103.3253,
"IRL","SHPRICE","TOT","IDX2015","M","2017-01",105.7195,
"IRL","SHPRICE","TOT","IDX2015","M","2017-02",104.9071,
"IRL","SHPRICE","TOT","IDX2015","M","2017-03",107.0591,
"IRL","SHPRICE","TOT","IDX2015","M","2017-04",108.6766,
"IRL","SHPRICE","TOT","IDX2015","M","2017-05",112.7692,
"IRL","SHPRICE","TOT","IDX2015","M","2017-06",112.568,
"IRL","SHPRICE","TOT","IDX2015","M","2017-07",109.8312,
"IRL","SHPRICE","TOT","IDX2015","M","2017-08",107.4415,
"IRL","SHPRICE","TOT","IDX2015","M","2017-09",108.1421,
"IRL","SHPRICE","TOT","IDX2015","M","2017-10",110.1812,
"IRL","SHPRICE","TOT","IDX2015","M","2017-11",110.9849,
"IRL","SHPRICE","TOT","IDX2015","M","2017-12",112.6566,
"IRL","SHPRICE","TOT","IDX2015","M","2018-01",114.2865,
"IRL","SHPRICE","TOT","IDX2015","M","2018-02",108.7477,
"IRL","SHPRICE","TOT","IDX2015","M","2018-03",106.9128,
"IRL","SHPRICE","TOT","IDX2015","M","2018-04",107.9578,
"IRL","SHPRICE","TOT","IDX2015","M","2018-05",113.2148,
"IRL","SHPRICE","TOT","IDX2015","M","2018-06",114.2941,
"IRL","SHPRICE","TOT","IDX2015","M","2018-07",112.031,
"IRL","SHPRICE","TOT","IDX2015","M","2018-08",108.7024,
"IRL","SHPRICE","TOT","IDX2015","M","2018-09",107.1723,
"IRL","SHPRICE","TOT","IDX2015","M","2018-10",99.59988,
"IRL","SHPRICE","TOT","IDX2015","M","2018-11",96.97586,
"IRL","SHPRICE","TOT","IDX2015","M","2018-12",88.45119,
"IRL","SHPRICE","TOT","IDX2015","M","2019-01",92.11297,
"IRL","SHPRICE","TOT","IDX2015","M","2019-02",96.13464,
"IRL","SHPRICE","TOT","IDX2015","M","2019-03",99.00465,
"IRL","SHPRICE","TOT","IDX2015","M","2019-04",102.8042,
"IRL","SHPRICE","TOT","IDX2015","M","2019-05",100.7693,
"IRL","SHPRICE","TOT","IDX2015","M","2019-06",99.05282,
"IRL","SHPRICE","TOT","IDX2015","M","2019-07",101.3071,
"IRL","SHPRICE","TOT","IDX2015","M","2019-08",93.76868,
"IRL","SHPRICE","TOT","IDX2015","M","2019-09",98.27087,
"IRL","SHPRICE","TOT","IDX2015","M","2019-10",103.1644,
"IRL","SHPRICE","TOT","IDX2015","M","2019-11",110.5049,
"IRL","SHPRICE","TOT","IDX2015","M","2019-12",114.773,
"IRL","SHPRICE","TOT","IDX2015","M","2020-01",115.6522,
"IRL","SHPRICE","TOT","IDX2015","M","2020-02",113.675,
"IRL","SHPRICE","TOT","IDX2015","M","2020-03",85.73872,
"IRL","SHPRICE","TOT","IDX2015","M","2020-04",83.9071,
"IRL","SHPRICE","TOT","IDX2015","M","2020-05",89.54355,
"IRL","SHPRICE","TOT","IDX2015","M","2020-06",98.00749,
"IRL","SHPRICE","TOT","IDX2015","M","2020-07",99.12611,
"IRL","SHPRICE","TOT","IDX2015","M","2020-08",102.7665,
"IRL","SHPRICE","TOT","IDX2015","M","2020-09",102.5902,
"IRL","SHPRICE","TOT","IDX2015","M","2020-10",105.1722,
"IRL","SHPRICE","TOT","IDX2015","M","2020-11",113.5804,
"IRL","SHPRICE","TOT","IDX2015","M","2020-12",119.3606,
"IRL","SHPRICE","TOT","IDX2015","M","2021-01",119.8988,
"IRL","SHPRICE","TOT","IDX2015","M","2021-02",118.1912,
"IRL","SHPRICE","TOT","IDX2015","M","2021-03",127.619,
"IRL","SHPRICE","TOT","IDX2015","M","2021-04",130.4378,
"IRL","SHPRICE","TOT","IDX2015","M","2021-05",131.3565,
"IRL","SHPRICE","TOT","IDX2015","M","2021-06",133.1114,
"IRL","SHPRICE","TOT","IDX2015","M","2021-07",132.0859,
"IRL","SHPRICE","TOT","IDX2015","M","2021-08",139.4252,
"IRL","SHPRICE","TOT","IDX2015","M","2021-09",140.1569,
"IRL","SHPRICE","TOT","IDX2015","M","2021-10",136.2437,
"IRL","SHPRICE","TOT","IDX2015","M","2021-11",134.4549,
"IRL","SHPRICE","TOT","IDX2015","M","2021-12",132.0034,
"IRL","SHPRICE","TOT","IDX2015","M","2022-01",135.0468,
"IRL","SHPRICE","TOT","IDX2015","M","2022-02",132.0411,
"IRL","SHPRICE","TOT","IDX2015","M","2022-03",116.2953,
"IRL","SHPRICE","TOT","IDX2015","M","2022-04",116.1255,
"IRL","SHPRICE","TOT","IDX2015","M","2022-05",114.8374,
"IRL","SHPRICE","TOT","IDX2015","M","2022-06",107.7457,
"IRL","SHPRICE","TOT","IDX2015","M","2022-07",103.7954,
"IRL","SHPRICE","TOT","IDX2015","M","2022-08",113.362,
"IRL","SHPRICE","TOT","IDX2015","M","2022-09",108.4118,
"IRL","SHPRICE","TOT","IDX2015","M","2022-10",107.1108,
"IRL","SHPRICE","TOT","IDX2015","M","2022-11",115.7001,
"IRL","SHPRICE","TOT","IDX2015","M","2022-12",115.886,
"IRL","SHPRICE","TOT","IDX2015","M","2023-01",124.7267,
"IRL","SHPRICE","TOT","IDX2015","M","2023-02",130.6121,
"IRL","SHPRICE","TOT","IDX2015","M","2023-03",133.3748,
"IRL","SHPRICE","TOT","IDX2015","M","2023-04",134.2026,
"IRL","SHPRICE","TOT","IDX2015","M","2023-05",137.6014,
"IRL","SHPRICE","TOT","IDX2015","M","2023-06",138.5497,
"IRL","SHPRICE","TOT","IDX2015","M","2023-07",141.9964,
"IRL","SHPRICE","TOT","IDX2015","M","2023-08",142.7062,
"IRL","SHPRICE","TOT","IDX2015","M","2023-09",138.3604,
"ITA","SHPRICE","TOT","IDX2015","M","2013-10",83.43411,
"ITA","SHPRICE","TOT","IDX2015","M","2013-11",84.68022,
"ITA","SHPRICE","TOT","IDX2015","M","2013-12",82.54955,
"ITA","SHPRICE","TOT","IDX2015","M","2014-01",87.25465,
"ITA","SHPRICE","TOT","IDX2015","M","2014-02",89.32352,
"ITA","SHPRICE","TOT","IDX2015","M","2014-03",93.0903,
"ITA","SHPRICE","TOT","IDX2015","M","2014-04",96.41814,
"ITA","SHPRICE","TOT","IDX2015","M","2014-05",94.30395,
"ITA","SHPRICE","TOT","IDX2015","M","2014-06",96.91768,
"ITA","SHPRICE","TOT","IDX2015","M","2014-07",93.23506,
"ITA","SHPRICE","TOT","IDX2015","M","2014-08",88.38186,
"ITA","SHPRICE","TOT","IDX2015","M","2014-09",92.33006,
"ITA","SHPRICE","TOT","IDX2015","M","2014-10",85.35027,
"ITA","SHPRICE","TOT","IDX2015","M","2014-11",85.77872,
"ITA","SHPRICE","TOT","IDX2015","M","2014-12",85.12902,
"ITA","SHPRICE","TOT","IDX2015","M","2015-01",86.32163,
"ITA","SHPRICE","TOT","IDX2015","M","2015-02",94.92488,
"ITA","SHPRICE","TOT","IDX2015","M","2015-03",101.6257,
"ITA","SHPRICE","TOT","IDX2015","M","2015-04",105.4278,
"ITA","SHPRICE","TOT","IDX2015","M","2015-05",104.4308,
"ITA","SHPRICE","TOT","IDX2015","M","2015-06",102.7753,
"ITA","SHPRICE","TOT","IDX2015","M","2015-07",103.1124,
"ITA","SHPRICE","TOT","IDX2015","M","2015-08",103.0892,
"ITA","SHPRICE","TOT","IDX2015","M","2015-09",97.52267,
"ITA","SHPRICE","TOT","IDX2015","M","2015-10",100.3354,
"ITA","SHPRICE","TOT","IDX2015","M","2015-11",101.4747,
"ITA","SHPRICE","TOT","IDX2015","M","2015-12",98.95942,
"ITA","SHPRICE","TOT","IDX2015","M","2016-01",90.56963,
"ITA","SHPRICE","TOT","IDX2015","M","2016-02",80.9886,
"ITA","SHPRICE","TOT","IDX2015","M","2016-03",86.38954,
"ITA","SHPRICE","TOT","IDX2015","M","2016-04",85.72925,
"ITA","SHPRICE","TOT","IDX2015","M","2016-05",85.12118,
"ITA","SHPRICE","TOT","IDX2015","M","2016-06",81.48432,
"ITA","SHPRICE","TOT","IDX2015","M","2016-07",79.17685,
"ITA","SHPRICE","TOT","IDX2015","M","2016-08",80.42773,
"ITA","SHPRICE","TOT","IDX2015","M","2016-09",80.2969,
"ITA","SHPRICE","TOT","IDX2015","M","2016-10",80.8145,
"ITA","SHPRICE","TOT","IDX2015","M","2016-11",79.9408,
"ITA","SHPRICE","TOT","IDX2015","M","2016-12",88.34939,
"ITA","SHPRICE","TOT","IDX2015","M","2017-01",92.51216,
"ITA","SHPRICE","TOT","IDX2015","M","2017-02",90.81455,
"ITA","SHPRICE","TOT","IDX2015","M","2017-03",95.55482,
"ITA","SHPRICE","TOT","IDX2015","M","2017-04",98.06919,
"ITA","SHPRICE","TOT","IDX2015","M","2017-05",102.5869,
"ITA","SHPRICE","TOT","IDX2015","M","2017-06",101.2362,
"ITA","SHPRICE","TOT","IDX2015","M","2017-07",102.0845,
"ITA","SHPRICE","TOT","IDX2015","M","2017-08",103.5304,
"ITA","SHPRICE","TOT","IDX2015","M","2017-09",105.9813,
"ITA","SHPRICE","TOT","IDX2015","M","2017-10",107.7231,
"ITA","SHPRICE","TOT","IDX2015","M","2017-11",107.9145,
"ITA","SHPRICE","TOT","IDX2015","M","2017-12",107.3933,
"ITA","SHPRICE","TOT","IDX2015","M","2018-01",111.5373,
"ITA","SHPRICE","TOT","IDX2015","M","2018-02",107.8398,
"ITA","SHPRICE","TOT","IDX2015","M","2018-03",107.2522,
"ITA","SHPRICE","TOT","IDX2015","M","2018-04",111.0204,
"ITA","SHPRICE","TOT","IDX2015","M","2018-05",111.8816,
"ITA","SHPRICE","TOT","IDX2015","M","2018-06",106.125,
"ITA","SHPRICE","TOT","IDX2015","M","2018-07",105.9577,
"ITA","SHPRICE","TOT","IDX2015","M","2018-08",102.8671,
"ITA","SHPRICE","TOT","IDX2015","M","2018-09",102.8113,
"ITA","SHPRICE","TOT","IDX2015","M","2018-10",95.61775,
"ITA","SHPRICE","TOT","IDX2015","M","2018-11",93.08559,
"ITA","SHPRICE","TOT","IDX2015","M","2018-12",90.77139,
"ITA","SHPRICE","TOT","IDX2015","M","2019-01",93.83179,
"ITA","SHPRICE","TOT","IDX2015","M","2019-02",97.8409,
"ITA","SHPRICE","TOT","IDX2015","M","2019-03",102.1769,
"ITA","SHPRICE","TOT","IDX2015","M","2019-04",105.7595,
"ITA","SHPRICE","TOT","IDX2015","M","2019-05",101.3312,
"ITA","SHPRICE","TOT","IDX2015","M","2019-06",101.33,
"ITA","SHPRICE","TOT","IDX2015","M","2019-07",106.2179,
"ITA","SHPRICE","TOT","IDX2015","M","2019-08",101.0348,
"ITA","SHPRICE","TOT","IDX2015","M","2019-09",105.882,
"ITA","SHPRICE","TOT","IDX2015","M","2019-10",106.6886,
"ITA","SHPRICE","TOT","IDX2015","M","2019-11",112.6481,
"ITA","SHPRICE","TOT","IDX2015","M","2019-12",113.1492,
"ITA","SHPRICE","TOT","IDX2015","M","2020-01",114.6452,
"ITA","SHPRICE","TOT","IDX2015","M","2020-02",115.8871,
"ITA","SHPRICE","TOT","IDX2015","M","2020-03",85.258,
"ITA","SHPRICE","TOT","IDX2015","M","2020-04",84.48536,
"ITA","SHPRICE","TOT","IDX2015","M","2020-05",85.81441,
"ITA","SHPRICE","TOT","IDX2015","M","2020-06",94.64108,
"ITA","SHPRICE","TOT","IDX2015","M","2020-07",96.65475,
"ITA","SHPRICE","TOT","IDX2015","M","2020-08",96.39849,
"ITA","SHPRICE","TOT","IDX2015","M","2020-09",94.87207,
"ITA","SHPRICE","TOT","IDX2015","M","2020-10",93.26896,
"ITA","SHPRICE","TOT","IDX2015","M","2020-11",101.1906,
"ITA","SHPRICE","TOT","IDX2015","M","2020-12",106.2241,
"ITA","SHPRICE","TOT","IDX2015","M","2021-01",107.783,
"ITA","SHPRICE","TOT","IDX2015","M","2021-02",111.1628,
"ITA","SHPRICE","TOT","IDX2015","M","2021-03",115.5682,
"ITA","SHPRICE","TOT","IDX2015","M","2021-04",119.0042,
